Roll_Number,Student_Name,Gender,English,Kannada,Hindi,Maths,Science,Social
6136, Gayathri K P, F,90,72,77,90,85,77
6137, Ravi kishan, M,55,88,57,52,55,75
6138, Kishan, M,74,98,97,95,75,74
6139, Hari Krishna, M,56,93,54,86,89,62
6140, D.P. Ravi Kiran, M,51,91,93,77,71,78
6141, Anu Paul, F,99,76,82,76,84,80
6142, Suhasini.M, F,54,66,55,95,93,59
6143, G Chitra Shenai, F,98,70,95,76,73,84
6144, Rakesh Kashyap, M,71,73,85,55,82,93
6145, Neha S. Swaminathan, F,91,61,86,73,56,51
6146, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,79,58,53,79,63,64
6147, A.B.C Sita, F,77,76,96,59,84,99
6148, Dean Winchester, M,90,71,75,52,90,77
6149, Anirudh Mahato, M,55,62,68,52,53,74
6150, M.K Sharma, M,85,60,84,75,99,97
6151, Pallavi Singh, F,68,67,97,94,74,89
6152, Hari Krishnan, M,97,97,64,79,53,59
6153, Subhashish Bhattacharjee, M,53,91,85,87,63,61
6154, lakshmi gopal, M,70,96,95,62,51,53
6155, Bob Joe, M,86,69,73,81,72,74
6156, Khasim, M,89,61,57,94,91,59
6157, lalitha kumari, F,90,65,67,84,86,56
6158, S. Devi, F,96,88,87,62,85,57
6159, Bernadtette Rostenkowski, F,56,91,97,72,87,51
6160, Ravi Kiran, M,88,63,59,80,96,95
6201, Dean Winchester, M,78,64,55,81,73,55
6202, Gayathri K P, F,97,60,69,63,96,95
6203, Pallavi Singh, F,74,93,90,93,91,68
6204, Akansha Y, F,89,86,52,91,69,50
6205, Neha S. Swaminathan, F,76,93,81,81,50,58
6206, lalitha kumari, F,83,52,96,88,97,76
6207, Anuj Malhotra, M,98,92,77,63,66,54
6208, Anirudh Mahato, M,83,53,57,89,75,99
6209, Tushar Gupta, M,83,57,90,84,60,79
6210, Kishan, M,73,85,84,82,55,71
6211, Prabhanjan, M,90,94,87,89,59,75
6212, Priyanka Y, F,79,100,95,92,76,80
6213, Khasim, M,52,50,58,63,61,86
6214, vijay kumar t r, M,57,91,72,56,51,51
6215, Kumara Krupa Parvath, M,84,51,95,86,96,87
6216, Suhasini.M, F,63,60,65,80,67,50
6217, Krishna Hari, M,93,99,97,94,58,55
6218, Prathiban, M,73,71,88,66,90,84
6219, Swapna.S.P, F,59,64,64,70,59,88
6220, Hari Krishna, M,92,94,55,93,90,65
6221, Sunita rani kumari, F,79,93,67,84,63,88
6222, M.K Sharma, M,75,92,67,54,72,69
6223, Bob Joe, M,68,95,69,76,55,74
6224, S.P.Swaroop, M,90,63,95,70,54,87
6225, Rakesh Kashyap, M,92,64,88,88,94,79
6226, D.P. Ravi Kiran, M,99,53,86,51,84,72
6227, Neha Mehta, M,76,65,94,83,74,87
6228, Anand, M,66,98,86,59,67,83
6229, Annand Mukund Rao, M,62,57,58,51,70,67
6230, A.B.C Sita, F,89,73,62,82,70,87
6231, Deeksha Jiwani, F,55,99,81,73,74,93
6232, Subhash.K.U, M,88,86,73,58,62,55
6233, Pratap kumar, M,86,73,54,73,85,85
6234, S N Prathap Kumar, M,91,75,97,72,98,66
6235, Anu Paul, F,72,99,52,85,62,80
6236, Hari Krishnan, M,81,56,74,74,73,90
6237, Shanaya Gurumurthi S, F,67,55,96,55,64,60
6238, F A Khan, M,69,94,80,91,77,80
6239, Paul George, M,70,63,59,81,54,100
6240, Aiswarya Mohan, F,71,86,93,77,88,66
6241, Neha Jagga, F,73,86,86,81,89,91
6242, Sam Manny, M,89,71,81,51,68,54
6243, Ravichandra S, M,98,65,59,52,87,69
6244, Siva Kumar, M,96,55,54,97,88,67
6245, Ankit Saxena, F,64,69,85,83,81,96
6246, Ashok Kumar, M,72,62,54,85,61,51
6247, Navneet Dubey, M,97,73,53,78,77,82
6248, Subhashish Bhattacharjee, M,94,72,72,59,83,53
6249, Sridhar, M,80,84,67,64,84,77
6250, Bernadtette Rostenkowski, F,67,93,62,77,95,50
6251, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,98,100,56,79,76,95
6252, Ravi kishan, M,54,57,75,57,55,99
6253, Indranil Sarkar, M,70,55,72,75,72,52
6254, Aby Abraham K, M,68,89,83,54,68,56
6255, kumar, M,83,79,52,91,72,53
6256, Ashok Singh, M,68,89,57,61,80,56
6257, Priya Ram, F,85,69,68,65,52,99
6258, Anthony Kumar, M,61,96,60,92,69,60
6259, Manohar Sharma, M,53,83,77,95,97,73
6260, lakshmi gopal, M,67,57,63,95,54,78
6301, Krishna Hari, M,81,91,80,92,75,79
6302, Sachin Sharma, M,83,81,76,98,90,54
6303, Ashok Singh, M,70,97,64,59,62,50
6304, Aiswarya Mohan, F,76,95,50,86,85,55
6305, Navneet Dubey, M,97,97,64,76,70,69
6306, Anu Paul, F,72,77,73,67,64,87
6307, Prabhanjan, M,53,59,65,82,86,99
6308, Swapna.S.P, F,77,99,80,77,59,68
6309, S.P.Swaroop, M,81,59,53,55,92,71
6310, Tushar Gupta, M,73,70,58,74,86,52
6311, M.K Sharma, M,75,93,50,54,50,95
6312, Annand Mukund Rao, M,56,62,61,82,67,66
6313, Ankit Saxena, F,54,99,70,64,96,63
6314, Akansha Y, F,69,59,60,53,69,89
6315, Priya Ram, F,54,68,78,94,56,79
6316, Manohar Sharma, M,69,55,59,52,59,64
6317, Dean Winchester, M,74,55,94,98,89,67
6318, Subhash.K.U, M,52,64,66,65,93,100
6319, Siva Kumar, M,83,65,65,71,78,93
6320, Anthony Kumar, M,64,84,95,64,95,61
6321, Rakesh Kashyap, M,51,94,73,95,69,89
6322, A.B.C Sita, F,63,92,89,83,63,85
6323, Hari Krishnan, M,100,69,100,86,73,92
6324, Sridhar, M,67,74,99,58,75,80
6325, lakshmi gopal, M,69,81,82,63,56,73
6326, Suhasini.M, F,75,71,69,74,91,89
6327, Kumara Krupa Parvath, M,52,83,79,62,92,72
6328, Shanaya Gurumurthi S, F,68,85,58,52,54,100
6329, S. Devi, F,55,55,67,57,93,51
6330, Indranil Sarkar, M,63,77,59,74,90,95
6331, Neha Jagga, F,94,78,75,77,95,72
6332, Prathiban, M,53,99,63,61,84,81
6333, Anirudh Mahato, M,71,81,51,57,56,98
6334, Sam Manny, M,100,70,52,71,94,63
6335, Anand, M,52,61,67,99,68,92
6336, Neha S. Swaminathan, F,87,92,80,62,67,67
6337, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,97,55,93,59,82,67
6338, D.P. Ravi Kiran, M,51,86,59,88,94,82
6339, vijayakanth T.S.V, M,86,68,86,51,56,95
6340, S N Prathap Kumar, M,61,51,70,77,58,79
6341, Khasim, M,100,78,77,93,70,66
6342, vijay kumar t r, M,54,55,96,63,51,100
6343, Neha Mehta, M,78,86,83,75,56,54
6344, Pratap kumar, M,100,75,70,63,95,57
6345, Subhashish Bhattacharjee, M,72,54,56,80,60,84
6346, Ashok Kumar, M,86,97,54,59,99,59
6347, Sunita rani kumari, F,94,88,94,69,84,64
6348, Bernadtette Rostenkowski, F,72,77,83,63,98,71
6349, kumar, M,63,91,64,79,83,98
6350, Hari Krishna, M,59,98,60,80,72,93
6351, Kishan, M,80,91,80,69,100,72
6352, Paul George, M,95,51,64,62,100,71
6353, gopalkumari k s, F,69,93,99,53,83,74
6354, F A Khan, M,90,77,95,87,72,89
6355, Bob Joe, M,56,52,93,66,55,89
6356, Ravi kishan, M,79,99,59,54,66,70
6357, Priyanka Y, F,82,95,52,93,63,78
6358, Ravi Kiran, M,63,75,54,74,65,57
6359, Ravichandra S, M,74,66,74,72,63,88
6360, lalitha kumari, F,58,93,52,78,68,72
6401, Ravi kishan, M,78,56,60,76,99,92
6402, lakshmi gopal, M,84,71,88,81,55,61
6403, gopalkumari k s, F,86,52,52,64,88,93
6404, Tushar Gupta, M,86,51,73,71,93,88
6405, Shanaya Gurumurthi S, F,54,82,92,85,60,85
6406, S N Prathap Kumar, M,79,78,52,94,74,73
6407, A.B.C Sita, F,57,98,55,93,54,82
6408, Sunil Kumar .K., M,87,83,87,93,56,60
6409, F A Khan, M,55,75,95,94,66,61
6410, Ashok Kumar, M,98,97,71,55,100,53
6411, G Chitra Shenai, F,62,54,67,53,85,95
6412, Rakesh Kashyap, M,68,77,97,57,95,58
6413, Sam Manny, M,71,71,95,74,65,92
6414, Siva Kumar, M,74,83,57,59,76,98
6415, Indranil Sarkar, M,80,80,95,85,84,98
6416, lalitha kumari, F,82,71,81,54,99,92
6417, Manohar Sharma, M,95,83,53,86,71,80
6418, M.K Sharma, M,90,56,75,65,67,81
6419, Subhash.K.U, M,60,54,54,84,99,70
6420, Khasim, M,77,71,54,75,57,100
6421, Swapna.S.P, F,63,91,88,74,62,80
6422, S.P.Swaroop, M,51,98,66,55,80,63
6423, Ravichandra S, M,61,71,99,91,80,87
6424, Hari Krishna, M,95,54,92,51,100,59
6425, Deeksha Jiwani, F,77,83,57,74,66,92
6426, Anu Paul, F,91,53,66,77,99,97
6427, Anuj Malhotra, M,86,71,70,75,82,68
6428, Neha Mehta, M,67,88,88,93,58,98
6429, Anand, M,54,55,82,74,64,54
6430, Krishna Hari, M,70,52,68,86,80,78
6431, Prathiban, M,78,64,64,88,79,55
6432, Paul George, M,79,60,58,93,55,91
6433, Anirudh Mahato, M,50,73,86,86,83,80
6434, Priya Ram, F,76,97,100,83,80,70
6435, Priyanka Y, F,75,63,56,53,68,78
6436, Ankit Saxena, F,76,56,51,86,60,84
6437, Bob Joe, M,68,70,100,95,65,77
6438, vijayakanth T.S.V, M,94,97,82,92,68,80
6439, Pallavi Singh, F,52,62,60,85,63,55
6440, Subhashish Bhattacharjee, M,89,86,76,87,81,98
6441, S. Devi, F,94,91,64,85,83,86
6442, Sunita rani kumari, F,54,76,56,82,82,72
6443, Annand Mukund Rao, M,56,53,96,80,91,94
6444, Pratap kumar, M,52,77,69,74,84,86
6445, Aby Abraham K, M,73,100,67,97,94,68
6446, D.P. Ravi Kiran, M,82,63,79,100,97,85
6447, Kumara Krupa Parvath, M,88,62,95,93,100,65
6448, kumar, M,84,62,82,55,64,50
6449, Anthony Kumar, M,56,53,56,86,71,72
6450, Suhasini.M, F,98,56,70,98,91,66
6451, Sachin Sharma, M,69,71,54,76,76,79
6452, Bernadtette Rostenkowski, F,73,58,56,54,90,70
6453, Akansha Y, F,87,79,97,64,83,50
6454, Gayathri K P, F,75,61,94,57,88,90
6455, Navneet Dubey, M,88,66,91,83,53,98
6456, Dean Winchester, M,76,69,99,87,71,97
6457, Neha S. Swaminathan, F,60,75,80,51,86,75
6458, vijay kumar t r, M,72,92,99,82,96,83
6459, Sridhar, M,85,94,58,63,83,62
6460, Ravi Kiran, M,90,59,86,68,51,68
6501, Anuj Malhotra, M,70,50,51,54,57,80
6502, Ravi kishan, M,54,58,51,86,64,84
6503, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,86,84,60,67,66,78
6504, Aby Abraham K, M,78,61,74,64,77,59
6505, Sunita rani kumari, F,54,100,85,75,51,59
6506, Neha S. Swaminathan, F,94,65,80,89,64,95
6507, Prabhanjan, M,82,53,53,77,80,67
6508, S N Prathap Kumar, M,89,84,64,100,98,98
6509, kumar, M,83,64,92,67,86,66
6510, Paul George, M,87,64,55,72,98,57
6511, Neha Mehta, M,60,56,95,78,89,60
6512, Rakesh Kashyap, M,74,76,95,80,88,57
6513, Sachin Sharma, M,74,78,75,83,89,87
6514, G Chitra Shenai, F,52,98,57,94,56,78
6515, Anand, M,62,94,88,97,93,78
6516, M.K Sharma, M,65,95,87,65,78,72
6517, Ravi Kiran, M,82,51,83,51,68,66
6518, Hari Krishna, M,83,58,50,79,96,52
6519, Annand Mukund Rao, M,96,51,88,73,79,80
6520, Pratap kumar, M,85,70,98,65,96,89
6521, Krishna Hari, M,54,60,83,66,82,79
6522, vijayakanth T.S.V, M,77,75,65,90,64,58
6523, Siva Kumar, M,92,93,67,57,77,75
6524, Anirudh Mahato, M,85,73,64,83,53,73
6525, Khasim, M,52,86,82,100,87,72
6526, lalitha kumari, F,56,90,88,72,88,66
6527, Bernadtette Rostenkowski, F,65,96,90,55,88,71
6528, Deeksha Jiwani, F,83,91,60,81,94,70
6529, Neha Jagga, F,86,91,80,57,79,51
6530, Shanaya Gurumurthi S, F,79,100,80,87,70,94
6531, Swapna.S.P, F,51,96,96,94,71,83
6532, Kishan, M,85,62,80,56,63,78
6533, vijay kumar t r, M,88,95,67,92,73,87
6534, Dean Winchester, M,81,85,57,54,64,51
6535, Priya Ram, F,50,75,77,90,63,59
6536, Navneet Dubey, M,93,68,76,64,73,92
6537, Prathiban, M,78,76,72,82,91,90
6538, Bob Joe, M,65,56,55,58,80,80
6539, A.B.C Sita, F,69,90,88,80,64,96
6540, Akansha Y, F,90,97,99,99,60,70
6541, Priyanka Y, F,94,73,94,85,88,59
6542, Sridhar, M,86,89,70,70,67,71
6543, S. Devi, F,94,67,81,100,80,100
6544, Subhash.K.U, M,86,88,54,61,91,73
6545, F A Khan, M,86,57,58,99,63,94
6546, Ashok Singh, M,63,76,87,64,58,67
6547, Tushar Gupta, M,63,84,56,54,57,72
6548, Anu Paul, F,69,71,53,83,71,90
6549, Sam Manny, M,73,53,82,91,56,64
6550, Pallavi Singh, F,93,74,96,62,75,92
6551, Ashok Kumar, M,50,81,71,76,74,63
6552, Anthony Kumar, M,93,93,96,99,64,78
6553, gopalkumari k s, F,53,60,94,58,81,50
6554, Gayathri K P, F,95,90,92,87,64,75
6555, D.P. Ravi Kiran, M,87,81,81,99,60,50
6556, Subhashish Bhattacharjee, M,86,61,94,83,100,57
6557, Manohar Sharma, M,62,65,81,68,72,61
6558, lakshmi gopal, M,73,56,66,77,97,83
6559, Aiswarya Mohan, F,53,81,64,54,86,92
6560, Suhasini.M, F,59,58,86,88,95,63
6601, S N Prathap Kumar, M,55,56,62,88,54,81
6602, A.B.C Sita, F,89,96,67,92,77,56
6603, Priyanka Y, F,96,57,59,84,75,64
6604, Aiswarya Mohan, F,95,80,83,84,90,91
6605, vijayakanth T.S.V, M,99,87,96,71,53,76
6606, Prathiban, M,50,83,98,98,99,80
6607, Suhasini.M, F,94,59,83,71,68,70
6608, Anu Paul, F,89,65,84,66,60,95
6609, Manohar Sharma, M,92,86,91,55,69,96
6610, Aby Abraham K, M,71,98,93,86,90,80
6611, Hari Krishna, M,67,58,52,65,76,58
6612, Krishna Hari, M,55,68,77,71,59,77
6613, lalitha kumari, F,73,99,85,85,52,85
6614, kumar, M,77,83,83,62,79,88
6615, Subhashish Bhattacharjee, M,52,70,94,97,85,74
6616, Ashok Singh, M,94,53,92,64,58,58
6617, lakshmi gopal, M,79,76,71,98,66,71
6618, Sunita rani kumari, F,63,88,51,87,80,81
6619, S. Devi, F,81,99,68,63,100,51
6620, Deeksha Jiwani, F,96,59,84,85,52,98
6621, Siva Kumar, M,96,57,91,67,95,80
6622, Neha Jagga, F,98,89,80,74,89,69
6623, Kumara Krupa Parvath, M,77,93,76,51,96,52
6624, Annand Mukund Rao, M,65,70,69,61,76,91
6625, Rakesh Kashyap, M,69,82,97,69,92,54
6626, Priya Ram, F,59,57,75,97,84,90
6627, Anand, M,93,61,83,69,75,69
6628, Anirudh Mahato, M,50,82,97,71,84,94
6629, Anuj Malhotra, M,92,99,71,79,81,91
6630, Navneet Dubey, M,84,60,68,57,59,66
6631, Shanaya Gurumurthi S, F,56,55,90,69,60,76
6632, Indranil Sarkar, M,59,61,98,73,80,74
6633, Swapna.S.P, F,99,50,88,79,77,52
6634, gopalkumari k s, F,56,70,52,51,96,100
6635, Ravi kishan, M,52,89,85,55,82,97
6636, F A Khan, M,64,87,84,54,51,70
6637, Prabhanjan, M,97,67,76,60,88,50
6638, Ankit Saxena, F,86,57,52,98,72,65
6639, Anthony Kumar, M,52,82,83,55,50,86
6640, Sam Manny, M,66,53,78,84,54,88
6641, Khasim, M,61,93,66,61,62,61
6642, Subhash.K.U, M,98,63,82,81,98,91
6643, D.P. Ravi Kiran, M,58,78,74,85,73,88
6644, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,52,58,88,90,73,94
6645, Pratap kumar, M,77,93,71,91,54,84
6646, Tushar Gupta, M,72,51,63,80,69,78
6647, Gayathri K P, F,68,51,50,96,98,58
6648, vijay kumar t r, M,95,64,68,58,75,84
6649, Sachin Sharma, M,81,57,63,62,93,84
6650, Paul George, M,74,66,73,71,75,87
6651, Hari Krishnan, M,95,60,64,82,85,93
6652, Ravichandra S, M,97,91,56,62,78,93
6653, Sunil Kumar .K., M,67,78,81,84,59,92
6654, Dean Winchester, M,75,97,57,98,91,66
6655, Neha S. Swaminathan, F,82,99,80,62,99,99
6656, Sridhar, M,91,58,96,57,100,72
6657, Akansha Y, F,100,72,99,92,50,67
6658, Bernadtette Rostenkowski, F,68,84,100,62,90,98
6659, S.P.Swaroop, M,83,98,93,74,88,77
6660, Neha Mehta, M,95,55,62,85,90,93
6701, Sunil Kumar .K., M,53,98,61,93,84,91
6702, Priya Ram, F,65,70,51,92,82,69
6703, Akansha Y, F,83,92,71,57,62,78
6704, Neha Jagga, F,83,50,89,85,58,92
6705, Hari Krishna, M,53,97,97,78,91,64
6706, Swapna.S.P, F,84,54,53,52,56,93
6707, Priyanka Y, F,99,79,68,61,58,96
6708, Ashok Kumar, M,62,95,88,70,82,50
6709, Ravichandra S, M,94,63,97,78,85,50
6710, Dean Winchester, M,96,78,74,57,55,96
6711, F A Khan, M,50,51,58,82,94,54
6712, Ashok Singh, M,55,77,60,80,96,82
6713, lakshmi gopal, M,80,97,68,57,85,74
6714, Anirudh Mahato, M,56,98,97,78,80,70
6715, Anand, M,98,89,57,74,80,63
6716, Anthony Kumar, M,97,55,81,88,59,89
6717, Siva Kumar, M,99,72,55,82,81,58
6718, Subhashish Bhattacharjee, M,73,58,52,96,76,93
6719, Manohar Sharma, M,58,83,76,65,61,91
6720, Pratap kumar, M,98,88,57,63,96,74
6721, Aiswarya Mohan, F,53,85,60,99,66,94
6722, Kishan, M,68,50,83,50,80,53
6723, Neha S. Swaminathan, F,83,85,69,99,50,86
6724, gopalkumari k s, F,86,98,77,66,72,82
6725, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,92,75,85,91,71,67
6726, lalitha kumari, F,82,88,58,80,63,73
6727, Paul George, M,95,55,86,63,65,66
6728, Hari Krishnan, M,65,57,96,65,74,56
6729, Ravi kishan, M,81,100,99,72,75,75
6730, Sachin Sharma, M,56,92,68,61,54,73
6731, Anuj Malhotra, M,98,53,74,55,73,71
6732, Prathiban, M,88,78,81,90,89,61
6733, Shanaya Gurumurthi S, F,54,88,60,59,70,64
6734, Suhasini.M, F,88,60,67,85,85,68
6735, Ravi Kiran, M,58,57,65,61,83,77
6736, S.P.Swaroop, M,55,66,76,70,70,85
6737, Khasim, M,85,69,60,64,54,69
6738, vijayakanth T.S.V, M,78,72,65,71,59,82
6739, D.P. Ravi Kiran, M,63,80,76,99,64,88
6740, S. Devi, F,88,50,98,84,95,55
6741, Kumara Krupa Parvath, M,70,58,54,60,80,54
6742, A.B.C Sita, F,91,89,54,89,61,87
6743, Deeksha Jiwani, F,63,59,87,57,73,56
6744, Annand Mukund Rao, M,64,66,68,79,73,84
6745, Tushar Gupta, M,98,88,81,80,53,63
6746, Navneet Dubey, M,80,69,98,73,91,91
6747, Anu Paul, F,96,70,78,77,82,93
6748, Krishna Hari, M,98,77,89,77,88,92
6749, Sam Manny, M,70,73,93,92,60,100
6750, vijay kumar t r, M,66,62,59,51,81,69
6751, kumar, M,73,87,79,92,76,58
6752, M.K Sharma, M,85,57,71,98,80,51
6753, Aby Abraham K, M,76,74,89,86,57,73
6754, Prabhanjan, M,95,50,97,82,51,87
6755, Gayathri K P, F,54,100,87,90,80,71
6756, Bernadtette Rostenkowski, F,86,74,91,99,55,61
6757, Sunita rani kumari, F,89,83,98,79,54,59
6758, Bob Joe, M,71,78,53,74,77,88
6759, S N Prathap Kumar, M,79,98,55,55,91,85
6760, Ankit Saxena, F,62,61,84,51,51,88
6801, Indranil Sarkar, M,83,72,77,53,66,80
6802, S N Prathap Kumar, M,66,87,82,97,91,67
6803, Subhash.K.U, M,75,85,60,52,56,72
6804, Kumara Krupa Parvath, M,55,94,83,70,83,85
6805, Ashok Singh, M,83,79,96,83,67,85
6806, Aiswarya Mohan, F,57,81,75,74,89,57
6807, Subhashish Bhattacharjee, M,60,84,76,73,83,77
6808, Ashok Kumar, M,67,54,50,95,86,55
6809, Ravi Kiran, M,99,75,70,90,93,77
6810, Tushar Gupta, M,84,87,59,74,78,55
6811, Hari Krishnan, M,84,88,58,62,78,74
6812, Bernadtette Rostenkowski, F,72,50,97,73,91,63
6813, Priya Ram, F,89,62,77,76,89,89
6814, Akansha Y, F,100,75,51,63,55,50
6815, S.P.Swaroop, M,87,96,80,87,74,53
6816, Deeksha Jiwani, F,70,89,88,99,89,82
6817, Annand Mukund Rao, M,62,77,62,94,69,54
6818, Neha Jagga, F,63,92,77,77,75,55
6819, lalitha kumari, F,93,94,52,92,76,89
6820, Priyanka Y, F,79,64,83,98,91,100
6821, Anthony Kumar, M,77,57,64,83,91,76
6822, Swapna.S.P, F,64,72,67,90,97,63
6823, Anand, M,67,76,57,70,86,87
6824, Hari Krishna, M,74,90,86,75,95,51
6825, Siva Kumar, M,79,55,94,100,69,55
6826, Ravichandra S, M,100,93,60,71,55,70
6827, vijayakanth T.S.V, M,54,61,78,73,96,91
6828, Prathiban, M,74,75,59,52,89,100
6829, Bob Joe, M,68,92,81,75,68,71
6830, G Chitra Shenai, F,73,77,74,54,88,69
6831, Aby Abraham K, M,99,96,59,86,50,87
6832, Rakesh Kashyap, M,90,92,95,94,57,93
6833, Sam Manny, M,59,75,57,59,100,72
6834, Manohar Sharma, M,70,59,73,61,69,62
6835, Pallavi Singh, F,64,96,58,88,98,69
6836, M.K Sharma, M,61,55,66,52,95,100
6837, Suhasini.M, F,91,75,90,64,99,95
6838, Sridhar, M,76,76,95,94,60,82
6839, Anuj Malhotra, M,57,76,74,95,88,54
6840, gopalkumari k s, F,57,51,79,91,79,52
6841, lakshmi gopal, M,76,82,83,66,71,65
6842, kumar, M,90,56,62,67,80,98
6843, Krishna Hari, M,68,89,96,95,51,82
6844, Prabhanjan, M,93,78,87,92,79,73
6845, Ravi kishan, M,69,99,63,54,51,93
6846, S. Devi, F,73,60,80,84,76,79
6847, Gayathri K P, F,53,75,73,52,85,73
6848, Khasim, M,52,96,75,51,94,55
6849, F A Khan, M,74,60,87,74,71,72
6850, vijay kumar t r, M,97,73,56,73,71,99
6851, D.P. Ravi Kiran, M,72,92,63,67,52,70
6852, A.B.C Sita, F,77,94,80,69,89,87
6853, Ankit Saxena, F,84,58,80,92,62,85
6854, Anirudh Mahato, M,95,93,64,88,66,89
6855, Sunita rani kumari, F,62,86,67,59,69,63
6856, Shanaya Gurumurthi S, F,70,52,55,87,96,58
6857, Kishan, M,76,73,92,88,58,74
6858, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,89,94,55,93,68,66
6859, Dean Winchester, M,63,78,58,51,72,67
6860, Neha Mehta, M,65,51,59,80,92,66
7101, Ankit Saxena, F,62,68,98,61,98,58
7102, Pratap kumar, M,64,71,77,94,64,76
7103, Sunil Kumar .K., M,91,68,83,89,58,56
7104, G Chitra Shenai, F,52,59,80,58,55,71
7105, Paul George, M,79,88,78,67,70,72
7106, Bernadtette Rostenkowski, F,93,92,76,66,63,96
7107, kumar, M,74,96,89,76,53,83
7108, Shanaya Gurumurthi S, F,52,54,78,83,91,54
7109, Neha Mehta, M,83,81,80,89,85,87
7110, lakshmi gopal, M,61,80,89,51,76,75
7111, Aby Abraham K, M,55,100,82,92,77,57
7112, Prathiban, M,86,51,57,79,73,66
7113, Sachin Sharma, M,76,52,70,68,53,98
7114, M.K Sharma, M,57,53,91,62,51,69
7115, Hari Krishna, M,58,92,50,88,55,70
7116, Srinivasan M.  Ramaswamy Venugopal Aiyer, M,86,91,89,91,67,89
7117, Subhashish Bhattacharjee, M,52,65,56,89,74,89
7118, lalitha kumari, F,56,87,71,68,91,93
7119, Anuj Malhotra, M,71,59,51,72,96,94
7120, Navneet Dubey, M,54,73,66,67,100,53
7121, Neha S. Swaminathan, F,83,96,89,71,82,100
7122, Kumara Krupa Parvath, M,66,75,91,90,51,75
7123, Gayathri K P, F,88,92,79,76,92,82
7124, Subhash.K.U, M,56,71,86,60,93,86
7125, Sridhar, M,69,74,95,86,88,55
7126, Priyanka Y, F,96,64,59,96,83,91
7127, D.P. Ravi Kiran, M,66,82,68,82,79,76
7128, Anu Paul, F,59,76,98,64,75,70
7129, Dean Winchester, M,52,56,57,65,80,85
7130, Manohar Sharma, M,96,79,79,51,75,81
7131, Akansha Y, F,64,85,73,77,53,98
7132, Neha Jagga, F,77,89,77,85,58,60
7133, Ravi Kiran, M,68,50,59,100,99,58
7134, Anirudh Mahato, M,59,50,98,66,87,83
7135, Ravichandra S, M,63,71,95,87,68,85
7136, Tushar Gupta, M,54,70,83,66,96,70
7137, Kishan, M,65,70,57,98,84,75
7138, Pallavi Singh, F,88,98,86,83,77,74
7139, Anand, M,63,52,98,95,96,65
7140, Swapna.S.P, F,59,77,58,74,57,84
7141, Anthony Kumar, M,85,91,100,86,90,72
7142, vijayakanth T.S.V, M,70,87,93,86,91,65
7143, Prabhanjan, M,80,80,66,70,72,81
7144, Deeksha Jiwani, F,62,78,61,73,87,77
7145, Ashok Kumar, M,73,51,89,91,61,84
7146, Ravi kishan, M,94,85,84,99,76,74
7147, A.B.C Sita, F,54,55,73,99,70,83
7148, Suhasini.M, F,72,93,70,95,70,63
7149, Bob Joe, M,55,71,71,58,52,58
7150, Sam Manny, M,65,94,99,97,83,75
7151, gopalkumari k s, F,67,59,69,65,75,56
7152, Siva Kumar, M,62,79,74,53,56,85
7153, Sunita rani kumari, F,75,67,73,62,68,92
7154, Rakesh Kashyap, M,74,93,67,97,90,50
7155, S. Devi, F,77,93,60,61,82,61
7156, Hari Krishnan, M,97,75,100,82,96,89
7157, Khasim, M,77,79,88,74,63,86
7158, Annand Mukund Rao, M,80,55,56,77,82,91
7159, Aiswarya Mohan, F,68,71,87,57,77,84
7160, S N Prathap Kumar, M,70,99,52,96,98,69
7201, Deeksha Jiwani, F,55,70,89,59,88,51
7202, Tushar Gupta, M,81,88,94,54,66,50
7203, Anthony Kumar, M,72,92,52,74,52,85
7204, Ankit Saxena, F,58,62,77,82,60,94
7205, Gayathri K P, F,78,80,61,65,100,80
7206, Sachin Sharma, M,66,63,60,84,85,58
7207, A.B.C Sita, F,78,58,90,74,62,72
7208, Ashok Singh, M,51,70,86,53,70,79
7209, Manohar Sharma, M,79,67,59,87,64,83
7210, S.P.Swaroop, M,59,82,89,79,65,81
7211, Neha S. Swaminathan, F,51,84,97,60,71,80
7212, vijayakanth T.S.V, M,57,79,91,96,79,82
7213, Indranil Sarkar, M,97,86,79,92,82,53
7214, Akansha Y, F,90,72,55,75,91,100
7215, S. Devi, F,75,50,79,77,65,100
7216, Siva Kumar, M,83,91,98,68,94,99
7217, Navneet Dubey, M,98,54,94,77,76,72
7218, Ravi kishan, M,69,57,76,63,81,88
7219, Hari Krishna, M,51,84,75,58,70,64
7220, M.K Sharma, M,58,62,66,89,96,55
7221, Annand Mukund Rao, M,74,60,94,75,80,54
7222, F A Khan, M,88,95,55,84,89,52
7223, Sam Manny, M,66,98,75,95,90,51
7224, lakshmi gopal, M,70,76,56,61,76,69
7225, Rakesh Kashyap, M,95,98,74,54,62,96
7226, vijay kumar t r, M,82,76,59,99,70,74
7227, Anuj Malhotra, M,93,71,57,70,56,96
7228, Suhasini.M, F,87,81,60,83,51,74
7229, Sunil Kumar .K., M,87,79,84,63,79,53
7230, Priya Ram, F,93,83,93,59,56,66
